1670010, 1
11670010, 15
21670010, 37
31670010, 64
41670010, 95
51670010, 129
61670010, 166
71670010, 206
81670010, 248
91670010, 293
101670010, 340
111670010, 389
121670010, 440
131670010, 492
141670010, 547
151670010, 603
141670010, 547
142670010, 552
143670010, 558
144670010, 564
145670010, 569
146670010, 575
147670010, 580
148670010, 586
149670010, 592
150670010, 597
151670010, 603
150670010, 597
150770010, 598
150870010, 599
150970010, 599
